iter	Logloss
160	0.01096127336
161	0.01093679351
162	0.01085778665
163	0.01083700073
164	0.01080781801
165	0.01078953837
166	0.01076910614
167	0.01072693549
168	0.0106626696
169	0.01043410209
170	0.01040617259
171	0.0103621212
172	0.01026808343
173	0.01008433448
174	0.01006779963
175	0.01004383111
176	0.009902401762
177	0.009886000048
178	0.009706342897
179	0.009622739499
180	0.009608180413
181	0.009369410121
182	0.009182711403
183	0.009169084905
184	0.009150089959
185	0.008981422491
186	0.008968737923
187	0.00894997763
188	0.008931779571
189	0.008857425947
190	0.008642836382
191	0.008624319676
192	0.008602374254
193	0.008586214622
194	0.008553191793
195	0.008456342864
196	0.008444968792
197	0.008370229631
198	0.008333075355
199	0.008306920487
200	0.008150343273
201	0.008003599203
202	0.007966599098
203	0.007955992817
204	0.007938397993
205	0.007929022147
206	0.007916402433
207	0.007765604612
208	0.00774133444
209	0.007729194319
210	0.007716210635
211	0.007628172639
212	0.007591144557
213	0.007578042296
214	0.007457033441
215	0.007438901214
216	0.007421880382
217	0.007402159176
218	0.007382518257
219	0.007353484006
220	0.007214056303
221	0.007201562295
222	0.00714707806
223	0.007046508444
224	0.006971785886
225	0.006963965755
226	0.006952562775
227	0.006940355802
228	0.0069005292
229	0.006773016946
230	0.006690605211
231	0.006671962711
232	0.006549111902
233	0.006536518859
234	0.00650818004
235	0.006448358159
236	0.006436627604
237	0.006423744371
238	0.006411072183
239	0.006399642572
240	0.006311424464
241	0.00623985234
242	0.006135048015
243	0.00607126647
244	0.005993517516
245	0.005986619555
246	0.005977867392
247	0.005967248484
248	0.005940501747
249	0.005931531803
250	0.005923351894
251	0.005847295117
252	0.005756161816
253	0.005664752742
254	0.00565800507
255	0.005629435714
256	0.005606450242
257	0.005596548254
258	0.005586745605
259	0.005575267679
260	0.00556405806
261	0.00555227538
262	0.00554561453
263	0.005516221705
264	0.005509236201
265	0.005498604197
266	0.005488231598
267	0.005470639303
268	0.005413924292
269	0.005348296766
270	0.005340171435
271	0.005335157442
272	0.005318183894
273	0.005297480479
274	0.005285183683
275	0.005276149244
276	0.005256558387
277	0.005242484922
278	0.005233658704
279	0.005221791087
280	0.005169055506
281	0.005112757727
282	0.005103605342
283	0.00509714442
284	0.005088320816
285	0.005072551454
286	0.005065786195
287	0.005015329146
288	0.00500945242
289	0.005002417922
290	0.004996099684
291	0.004986398061
292	0.004978218346
293	0.004968387773
294	0.004943097557
295	0.004937878976
296	0.004931952763
297	0.004925362577
298	0.004917704625
299	0.004859880722
300	0.004847090352
301	0.004830294828
302	0.004822814891
303	0.004808796903
304	0.004787823984
305	0.004781421355
306	0.004748437767
307	0.004742006713
308	0.004711341337
309	0.004651268581
310	0.004645051872
311	0.004582146544
312	0.004568688149
313	0.004564985675
314	0.004560396551
315	0.004539145374
316	0.004535712702
317	0.004531352216
318	0.004527923874
319	0.00451918801
320	0.004510731229
321	0.004505414502
322	0.004448774855
323	0.004410592638
324	0.004405170518
325	0.004400147845
326	0.004345117364
327	0.004334187644
328	0.004330173436
329	0.004307879621
330	0.004301371537
331	0.0042967999
332	0.004238132864
333	0.004232490279
334	0.004228119716
335	0.004214954555
336	0.004200205996
337	0.004195082797
338	0.00419103127
339	0.004186013017
340	0.004179368428
341	0.004170476421
342	0.004164039874
343	0.004111115658
344	0.004107741807
345	0.0041026657
346	0.004095616151
347	0.004089656706
348	0.004084579614
349	0.004044368699
350	0.00403776238
351	0.004029325657
352	0.003994876292
353	0.003992670224
354	0.003988679104
355	0.003979175234
356	0.003962771469
357	0.00395554818
358	0.003950028473
359	0.003944316904
360	0.003938281221
361	0.003928139821
362	0.003886066576
363	0.0038821058
364	0.003860247058
365	0.003856321849
366	0.003853019235
367	0.003848768358
368	0.003844643605
369	0.003841273681
370	0.003838256086
371	0.00383393141
372	0.003833939176
373	0.003809730488
374	0.003797051174
375	0.003791674886
376	0.003788816829
377	0.003783871433
378	0.003783871433
379	0.003783872543
380	0.003773734981
381	0.003753283351
382	0.003748474564
383	0.003743623598
384	0.003737235364
385	0.003732017551
386	0.003724979337
387	0.003712680899
388	0.00370365341
389	0.003697922945
390	0.003697932807
391	0.00364966861
392	0.003646319255
393	0.003616296948
394	0.003616248993
395	0.003609106909
396	0.00360910395
397	0.003591862773
398	0.003588169316
399	0.003574894581
400	0.003570610594
401	0.003559366652
402	0.003559355927
403	0.003556907382
404	0.003556912313
405	0.003550681619
406	0.003519635448
407	0.003513155875
408	0.003492280241
409	0.003488269648
410	0.003482348861
411	0.003482334561
412	0.003476759532
413	0.003476704074
414	0.003472147819
415	0.003469663348
416	0.003463419635
417	0.00346071874
418	0.00345495475
419	0.003435829413
420	0.003432085459
421	0.00343207461
422	0.003432078678
423	0.003426869254
424	0.003387336467
425	0.003376515842
426	0.003371421656
427	0.003368670781
428	0.003368672507
429	0.003352229144
430	0.003352220145
431	0.003342672476
432	0.003332375348
433	0.00333237091
434	0.003288140787
435	0.003287790854
436	0.003284343935
437	0.003278407421
438	0.003239410969
439	0.003239424529
440	0.003233712379
441	0.003230973145
442	0.003230964393
443	0.003230959585
444	0.003204175058
445	0.003199827294
446	0.003169267389
447	0.003169261965
448	0.00316924298
449	0.003166739436
450	0.003164289165
451	0.003162419287
452	0.003158673595
453	0.003151315862
454	0.003151315862
455	0.003111035348
456	0.003111033129
457	0.003105572484
458	0.003101305731
459	0.003095099996
460	0.003090221064
461	0.003087555204
462	0.00308524355
463	0.003082267253
464	0.003071789358
465	0.003071734869
466	0.003055022302
467	0.003055022302
468	0.003055015645
469	0.003049684811
470	0.003049668661
471	0.003049616268
472	0.003049578175
473	0.0030442688
474	0.002997990108
475	0.002962925578
476	0.002959966117
477	0.00295869241
478	0.002958690807
479	0.002955360192
480	0.002955357727
481	0.002953243265
482	0.002950889028
483	0.002948420529
484	0.002948428912
485	0.002947088248
486	0.002947079372
487	0.002947071236
488	0.002947070619
489	0.002935667073
490	0.002935663374
491	0.002935668305
492	0.00293566473
493	0.002930584539
494	0.002923739905
495	0.002923740892
496	0.002923675308
497	0.002920700508
498	0.002920684852
499	0.002920676716
500	0.002917338464
501	0.002905815866
502	0.002905828811
503	0.002905811675
504	0.002905809949
505	0.002905809456
506	0.002905809456
507	0.002905820058
508	0.002905816113
509	0.002905764266
510	0.002905751938
511	0.002905129808
512	0.002901256216
513	0.002901256216
514	0.002901266202
515	0.002901223671
516	0.002901194947
517	0.00290121837
518	0.002899353299
519	0.002883785717
520	0.002883761554
521	0.002883765499
522	0.002853056483
523	0.00285304921
524	0.002853046621
525	0.002852331839
526	0.002852330976
527	0.002849851435
528	0.002849845518
529	0.00284984971
530	0.002849844655
531	0.002849780797
532	0.002849787824
533	0.00284978092
534	0.002849204403
535	0.002847136294
536	0.002847149854
537	0.002846583516
538	0.002844507517
539	0.002844492723
540	0.002844492723
541	0.002842458146
542	0.002842444338
543	0.002842421162
544	0.002842416724
545	0.002838758549
546	0.002838763233
547	0.002836742216
548	0.002836744435
549	0.002836748134
550	0.002836748873
551	0.002836729888
552	0.00283674123
553	0.002836736422
554	0.002834745731
555	0.002834739691
556	0.002834730322
557	0.002834743882
558	0.002834428537
559	0.002834426565
560	0.002832345142
561	0.002832352908
562	0.002830181369
563	0.002830181862
564	0.002830172246
565	0.002828051004
566	0.002828054333
567	0.002828050881
568	0.002828048415
569	0.002828047552
570	0.002825848892
571	0.0028258304
572	0.002825838536
573	0.002824799551
574	0.002824784264
575	0.002824788209
576	0.002822994023
577	0.002822988352
578	0.00282300068
579	0.002822999201
580	0.002821133267
581	0.002819309988
582	0.002819298153
583	0.002818840792
584	0.002817787136
585	0.002817797985
586	0.002817788862
587	0.002817784054
588	0.002817778753
589	0.002817775548
590	0.002817785287
591	0.002817758782
592	0.002817758536
593	0.002817707622
594	0.002817706143
595	0.002817691473
596	0.002817698623
597	0.002817698623
598	0.002817632546
599	0.002816125228
600	0.002816117831
601	0.002816119557
602	0.002816116105
603	0.002815194356
604	0.002815168838
605	0.002815159222
606	0.002815125444
607	0.002815121622
608	0.0028151268
609	0.002815116938
610	0.002813928046
611	0.002813944196
612	0.00281393532
613	0.00281391954
614	0.002813933594
615	0.002813925211
616	0.002813916335
617	0.002813906279
618	0.002813893088
619	0.002813637164
620	0.00281362989
621	0.002813637287
622	0.002813121122
623	0.00281312741
624	0.002813122602
625	0.00281311804
626	0.002813125067
627	0.002813116931
628	0.002813110027
629	0.002813098686
630	0.002813099919
631	0.002812300338
632	0.002812300338
633	0.002812300338
634	0.002812302804
635	0.002810559039
636	0.002810551026
637	0.002810562121
638	0.002810553121
639	0.002810546957
640	0.002809427348
641	0.002809430183
642	0.002809417979
643	0.002809424389
644	0.002809418472
645	0.002809413787
646	0.002809412555
647	0.00280939394
648	0.002809394433
649	0.002809410952
650	0.002809400104
651	0.002809385434
652	0.002809368668
653	0.002809371503
654	0.002809362257
655	0.002809377667
656	0.002809351779
657	0.002809351779
658	0.002809366325
659	0.002809366325
660	0.002807839529
661	0.00280784557
662	0.002806938491
663	0.002806009963
664	0.002806007004
665	0.002805998374
666	0.002805995786
667	0.002805981115
668	0.002805984937
669	0.002805984444
670	0.002804878272
671	0.002804877286
672	0.002804881107
673	0.002804883449
674	0.00280397107
675	0.002803965153
676	0.002802505296
677	0.002802505789
678	0.002801593287
679	0.002801598218
680	0.002801589712
681	0.002801594273
682	0.002801591684
683	0.002801143816
684	0.002799488687
685	0.002799441225
686	0.002799435678
687	0.002799451704
688	0.002799434691
689	0.002799428034
690	0.002799439623
691	0.002799427172
692	0.002799422117
693	0.002799421254
694	0.002799421254
695	0.00279940079
696	0.002799414844
697	0.002798516888
698	0.002798508382
699	0.002798506163
700	0.002798509861
701	0.002788418443
702	0.002788416224
703	0.002788408334
704	0.002788418689
705	0.002787349501
706	0.002787356897
707	0.002787343213
708	0.002787349624
709	0.002787355665
710	0.002787348145
711	0.002787348145
712	0.002787335077
713	0.002787337543
714	0.002787341241
715	0.002787326941
716	0.002787332858
717	0.002787317942
718	0.002787311284
719	0.002787312887
720	0.002787316709
721	0.002787308942
722	0.002787293532
723	0.002787304627
724	0.002787292546
725	0.002787260371
726	0.002786213249
727	0.002786213618
728	0.002786208564
729	0.002786201661
730	0.002786167513
731	0.002786162951
732	0.002786161842
733	0.00278615161
734	0.002786124489
735	0.002786112777
736	0.00278611475
737	0.002786105997
738	0.002786092929
739	0.002786069876
740	0.002786023771
741	0.002786013045
742	0.00278602414
743	0.002785986541
744	0.00278596583
745	0.00278595794
746	0.002785960899
747	0.00278595079
748	0.002785955475
749	0.002785951037
750	0.002785954488
751	0.002785943147
752	0.002785942161
753	0.002785941914
754	0.002785941914
755	0.002785941914
756	0.002785935011
757	0.002785929586
758	0.002785915039
759	0.002785911588
760	0.002785913807
761	0.002785911958
762	0.002785908136
763	0.002785895808
764	0.002785894769
765	0.002785866785
766	0.00278586999
767	0.002785866045
768	0.002785862347
769	0.002785845581
770	0.002785441106
771	0.002785453557
772	0.002785446161
773	0.002785446161
774	0.002785419533
775	0.00278542471
776	0.002785166073
777	0.002785173224
778	0.002785169032
779	0.002785166073
780	0.002785145856
781	0.002785154239
782	0.002785159416
783	0.002785161882
784	0.002785147828
785	0.002785156951
786	0.002785155718
787	0.002785140678
788	0.002785123912
789	0.002785098517
790	0.002785103448
791	0.002785071396
792	0.002785061904
793	0.002785039344
794	0.002785022455
795	0.002784998416
796	0.002784999455
797	0.002784992551
798	0.002784992551
799	0.002784980224
800	0.0027849658
801	0.002784979854
802	0.002784962841
803	0.002784948541
804	0.002784957294
805	0.002784949774
806	0.00278493683
807	0.002784936337
808	0.002784941391
809	0.002784945582
810	0.002784941638
811	0.002784931159
812	0.002784922653
813	0.002784904284
814	0.002784897258
815	0.002784885916
816	0.002784881478
817	0.002784880985
818	0.002784882218
819	0.002784876424
820	0.002784293689
821	0.002784277416
822	0.002784283087
823	0.00278427791
824	0.002784242406
825	0.002784252268
826	0.00278424783
827	0.002783843602
828	0.002783825357
829	0.002783816357
830	0.002783824494
831	0.002783778881
832	0.002783789483
833	0.002783786277
834	0.002783777648
835	0.002783787264
836	0.002783770005
837	0.002783769265
838	0.00278376606
839	0.002783754225
840	0.002783767169
841	0.002783722666
842	0.002783662013
843	0.00278366941
844	0.002783665712
845	0.00278367619
846	0.002783660041
847	0.002783654
848	0.002783650425
849	0.002783653384
850	0.002783653384
851	0.002783640316
852	0.00278363933
853	0.002783637604
854	0.002783652644
855	0.002783643398
856	0.002783628605
857	0.002783627126
858	0.002783621085
859	0.002783609497
860	0.002783622071
861	0.002783605799
862	0.002783386364
863	0.002783406582
864	0.002783389816
865	0.002783393268
866	0.002783389076
867	0.002783400664
868	0.002783391295
869	0.002783391542
870	0.002783368489
871	0.002783370091
872	0.002783370585
873	0.002783379707
874	0.002783360969
875	0.002783317822
876	0.002783317328
877	0.002783321643
878	0.002783313384
879	0.002783311165
880	0.002783309439
881	0.002783309439
882	0.002783312644
883	0.002783286509
884	0.002783297604
885	0.002783301302
886	0.002783291687
887	0.002783295632
888	0.002783287742
889	0.002783297974
890	0.002783285769
891	0.002783279852
892	0.002783282318
893	0.002783282318
894	0.002783281331
895	0.002783277386
896	0.002783276524
897	0.002783277633
898	0.002783265675
899	0.002783248663
900	0.002783238184
901	0.002783238554
902	0.002783231404
903	0.00278323313
904	0.002783223761
905	0.002783227582
906	0.002783223391
907	0.002783223144
908	0.002783212419
909	0.002783220062
910	0.00278319627
911	0.002783196639
912	0.0027831816
913	0.002783196886
914	0.002783191585
915	0.002783182339
916	0.002783174326
917	0.002783183695
918	0.002783180737
919	0.002783184682
920	0.002783173587
921	0.002783161752
922	0.002783164217
923	0.002783148808
924	0.002783152383
925	0.002783149424
926	0.002783154109
927	0.002783150164
928	0.002783143383
929	0.00278314326
930	0.002783145356
931	0.002783124522
932	0.00278313537
933	0.002783133644
934	0.002783123782
935	0.002783115153
936	0.002783122303
937	0.002783119591
938	0.002783119591
939	0.002783105044
940	0.002783084457
941	0.002783051048
942	0.002783047966
943	0.002783051172
944	0.002783043775
945	0.002783048706
946	0.002783053267
947	0.0027830402
948	0.0027830402
949	0.002783048953
950	0.00278303157
951	0.00278303157
952	0.00278303157
953	0.002783036255
954	0.002783038227
955	0.00278303946
956	0.002783038227
957	0.002783036502
958	0.002783033296
959	0.002783028365
960	0.002783018503
961	0.002783021215
962	0.002783021215
963	0.002783016654
964	0.002783011599
965	0.002783000381
966	0.002782983862
967	0.002782983862
968	0.002782989656
969	0.002782988177
970	0.002782993847
971	0.002782999765
972	0.002782979301
973	0.002782971904
974	0.002782966233
975	0.002782968206
976	0.002782962288
977	0.002782926784
978	0.002782916429
979	0.002782915936
980	0.002782923579
981	0.002782927277
982	0.002782918155
983	0.002782905087
984	0.002782509612
985	0.002781876316
986	0.002781877303
987	0.002781867564
988	0.002781863002
989	0.002781866331
990	0.002781867933
991	0.002781856715
992	0.002781864112
993	0.002781859427
994	0.002781847593
995	0.002781847839
996	0.002781851538
997	0.002781851538
998	0.002781851538
999	0.00278184636
